File Name,Timestamp,Camera Model,Serial Number,Center Temp (°C),Max Temp (°C),Min Temp (°C),Avg Temp (°C),Delta Temp (°C),Emissivity,Distance,Status
FLIR0003.jpg,2025:11:24 14:30:18.107+02:00,FLIR E5 Pro,13333134,23.0,23.9,21.7,23.1,2.2,0.95,1.00 m,Success
FLIR0004.jpg,2025:11:24 14:31:19.177+02:00,FLIR E5 Pro,13333134,28.5,54.5,21.3,28.4,33.2,0.95,1.00 m,Success
FLIR0005.jpg,2025:11:24 14:40:36.898+02:00,FLIR E5 Pro,13333134,22.4,23.0,22.2,22.6,0.8,0.95,1.00 m,Success
FLIR0006.jpg,2025:11:24 15:19:36.703+02:00,FLIR E5 Pro,13333134,30.0,61.0,21.3,27.4,39.7,0.95,1.00 m,Success
FLIR0007.jpg,2025:11:25 09:59:39.012+02:00,FLIR E5 Pro,13333134,26.1,31.4,23.7,24.8,7.7,0.95,1.00 m,Success
FLIR0008.jpg,2025:11:25 10:25:57.424+02:00,FLIR E5 Pro,13333134,27.6,37.0,23.2,27.0,13.7,0.95,1.00 m,Success
FLIR0009.jpg,2025:11:25 10:26:10.676+02:00,FLIR E5 Pro,13333134,25.8,35.9,24.0,26.5,11.8,0.95,1.00 m,Success
FLIR0010.jpg,2025:11:25 14:19:38.198+02:00,FLIR E5 Pro,13333134,25.4,31.8,19.6,25.0,12.1,0.95,1.00 m,Success
FLIR0011.jpg,2025:11:25 14:21:46.913+02:00,FLIR E5 Pro,13333134,35.6,36.3,21.9,29.0,14.4,0.95,1.00 m,Success
